,house_age,years_since_last_action,was_renovated,sqft_living_per_floor,sqft_basement_ratio,sqft_living_lot_ratio,total_rooms_approx,log_sqft_living,log_sqft_lot,log_sqft_above,log_sqft_basement,sqft_living_sq,bed_bath_interaction,age_sqft_interaction
1500,57,14,1,2040.0,0.3431372549019608,0.34,5.5,7.621195162809845,8.699681400989514,7.201170883281678,6.55250788703459,4161600,4.5,116280
1501,82,56,1,1326.6666666666667,0.2864321608040201,0.4326086956521739,7.25,7.596392304064196,8.434028950155469,7.259116128097101,6.3473892096560105,3960100,9.0,163180
1502,107,31,1,1133.3333333333333,0.0,0.2674638137193203,5.0,7.438971592395862,8.757311846936409,7.438971592395862,0.0,2890000,3.0,181900
1503,109,109,0,1250.0,0.0,0.4489942528735632,6.75,7.824445930877619,8.624970783589669,7.824445930877619,0.0,6250000,8.25,272500
1504,94,35,1,855.0,0.2222222222222222,0.403873405762872,4.75,7.444833273892193,8.351138607086154,7.193685818395112,5.942799375126701,2924100,3.5,160740
1505,17,17,0,1500.0,0.0,0.18353113911660346,5.75,7.313886831633462,9.008713664124222,7.313886831633462,0.0,2250000,5.25,25500
1506,72,15,1,1040.0,0.0,0.1664,5.0,6.947937068614969,8.740496729931813,6.947937068614969,0.0,1081600,3.0,74880
1507,47,47,0,1230.0,0.0,0.205,5.0,7.115582126184454,8.699681400989514,7.115582126184454,0.0,1512900,3.0,57810
1508,24,5,1,1200.0,0.0,0.3910705556460811,7.5,7.783640596221253,8.722254235179681,7.783640596221253,0.0,5760000,10.0,57600
1509,25,25,0,2455.0,0.18533604887983707,0.11271808999081727,7.0,8.499232866039245,10.681917533624532,8.294299608857235,6.814542897259958,24108100,9.0,122750
1510,71,71,0,1750.0,0.0,0.17016725009723843,8.0,7.467942332285852,9.238441802087058,7.467942332285852,0.0,3062500,10.0,124250
1511,74,11,1,980.0,0.0,0.5497896213183731,9.25,7.581209826196346,8.179199798423086,7.581209826196346,0.0,3841600,17.0,145040
1512,31,31,0,1410.0,0.0,0.18499081605877724,6.0,7.252053951852814,8.938925271988273,7.252053951852814,0.0,1988100,6.0,43710
1513,24,24,0,900.0,0.0,0.3124457559451484,6.5,7.496097345175956,8.659039915644474,7.496097345175956,0.0,3240000,7.5,43200
1514,112,112,0,864.0,0.0,0.40770101925254815,7.5,7.6783263565068856,8.575273402492762,7.6783263565068856,0.0,4665600,10.0,241920
1515,5,5,0,970.0,0.0,0.6041731547804422,6.5,7.57095858316901,8.074649075066652,7.57095858316901,0.0,3763600,7.5,9700
1516,37,37,0,1760.0,0.3977272727272727,0.15425065731814197,6.0,7.473637108496206,9.34233308143468,6.966967138613983,6.55250788703459,3097600,6.0,65120
1517,114,43,1,833.3333333333334,0.08,0.27056277056277056,5.0,7.1316985104669115,8.438366410870266,7.048386408721883,4.61512051684126,1562500,3.0,142500
1518,21,21,0,1360.0,0.3161764705882353,0.3579889444590682,9.5,7.908754738783246,8.935771938669784,7.528869256642251,6.7580945044277305,7398400,17.5,57120
1519,102,43,1,1320.0,0.0,0.2920353982300885,4.0,7.186144304522325,8.416488487294606,7.186144304522325,0.0,1742400,2.0,134640
1520,16,8,1,930.0,0.0,0.008539944903581268,6.0,7.528869256642251,12.291337080838684,7.528869256642251,0.0,3459600,6.0,29760
1521,26,14,1,2505.0,0.0,0.1453859547301219,8.25,8.519390774959724,10.447583528813514,8.519390774959724,0.0,25100100,13.0,130260
1522,77,77,0,1460.0,0.22602739726027396,0.4483341010287118,7.25,7.979681302387741,8.781708985836179,7.72356247227797,6.493753839851686,8526400,9.0,224840
1523,15,15,0,1855.0,0.0,0.4646793587174349,7.75,8.219056661060598,8.985320060649112,8.219056661060598,0.0,13764100,11.0,55650
1524,11,11,0,1000.0,0.0,0.3274930407728836,7.5,7.601402334583733,8.717354666338522,7.601402334583733,0.0,4000000,10.0,22000
1525,92,1,1,1390.0,0.0,0.02880411132063742,5.5,7.237778191923443,10.784316896132124,7.237778191923443,0.0,1932100,4.5,127880
1526,24,5,1,1496.0,0.1711229946524064,0.027316218091516634,7.25,8.227108234348146,11.827122878077736,8.03947991910045,6.46302945692067,13987600,9.75,89760
1527,10,10,1,1240.0,0.0,0.2743059396084504,6.5,7.816416983691801,9.109635667854551,7.816416983691801,0.0,6150400,7.5,24800
1528,93,7,1,1820.0,0.43223443223443225,0.7668539325842697,7.75,7.912423121473705,8.177796683277778,7.346655163176539,7.074116816197362,7452900,11.0,253890
1529,37,37,0,1395.0,0.4265232974910394,0.2227900662780484,7.0,7.934155233536322,9.435402082446297,7.3783837129967145,7.0825485693553,7784100,9.0,103230
1530,30,30,0,1880.0,0.0,0.18740031897926634,5.75,7.53955882930103,9.213634938925614,7.53955882930103,0.0,3534400,5.25,56400
1531,105,10,1,1006.6666666666666,0.0,0.302,5.0,7.32052696227274,8.517393171418904,7.32052696227274,0.0,2280100,3.0,158550
1532,21,21,0,1170.0,0.0,0.2737482452035564,7.5,7.75833346749091,9.053569596026234,7.75833346749091,0.0,5475600,10.0,49140
1533,64,22,1,2570.0,0.4280155642023346,0.19687452121954957,8.25,7.852050207265889,9.47692648113323,7.293697720601438,7.00397413672268,6604900,11.25,164480
1534,18,18,0,1960.0,0.0,0.10559775874144713,8.5,8.27410200229233,10.521992002599978,8.27410200229233,0.0,15366400,14.0,70560
1535,72,32,1,1760.0,0.4431818181818182,0.2738021157436217,6.0,7.473637108496206,8.768574284141687,6.8885724595653635,6.660575149839686,3097600,6.0,126720
1536,52,52,0,1150.0,0.0,0.11720342437831227,4.0,7.048386408721883,9.191463316206494,7.048386408721883,0.0,1322500,2.0,59800
1537,55,55,0,1740.0,0.0,0.19885714285714284,8.5,7.462214939768189,9.076923258535832,7.462214939768189,0.0,3027600,12.5,95700
1538,36,36,0,2150.0,0.3395348837209302,0.0545007478009582,7.5,7.67368812926773,10.582789326274021,7.259116128097101,6.594413459749778,4622500,10.0,77400
1539,48,48,1,1220.0,0.0,0.15490096495683087,5.0,7.107425474110705,8.971702399703325,7.107425474110705,0.0,1488400,3.0,58560
1540,31,31,0,1555.0,0.0,0.08826450972044841,7.75,8.042699496897637,10.469823566229687,8.042699496897637,0.0,9672100,11.0,96410
1541,109,4,1,1266.6666666666667,0.3684210526315789,0.4797979797979798,6.25,7.550135342488429,8.284251797621916,7.0909098220799835,6.55250788703459,3610000,6.75,207100
1542,70,70,0,820.0,0.0,0.1659919028340081,6.0,7.115582126184454,8.910720661951359,7.115582126184454,0.0,1512900,4.0,86100
1543,22,22,0,1085.0,0.0,0.1547347404449515,7.5,7.682943169878292,9.548596730390898,7.682943169878292,0.0,4708900,10.0,47740
1544,18,18,0,1825.0,0.3013698630136986,0.09469205624448711,8.5,8.202756381655638,10.55963355495159,7.844240718141811,7.00397413672268,13322500,14.0,65700
1545,32,32,0,785.0,0.0,0.20192926045016077,5.75,7.359467638255621,8.958797346140274,7.359467638255621,0.0,2464900,5.25,50240
1546,0,0,0,765.0,0.3137254901960784,1.2289156626506024,6.25,7.333676395657684,7.1276936993473985,6.957497370876951,6.175867270105761,2340900,6.75,0
1547,6,6,0,530.0,0.09433962264150944,0.8541498791297341,4.75,6.966967138613983,7.124478262493424,6.8679744089702925,4.61512051684126,1123600,3.5,6360
1548,99,99,0,660.0,0.0,0.132,4.0,6.493753839851686,8.517393171418904,6.493753839851686,0.0,435600,2.0,65340
1549,17,17,0,1405.0,0.0,0.2557800837429456,7.5,7.941295570906532,9.30446803470088,7.941295570906532,0.0,7896100,10.0,47770
1550,12,12,0,835.0,0.2694610778443114,1.0463659147869675,6.25,7.421177528595393,7.3758821482150125,7.107425474110705,6.111467339502679,2788900,6.75,20040
1551,53,13,1,1660.0,0.0,0.19983146743710123,6.25,7.415175109613295,9.024974184996003,7.415175109613295,0.0,2755600,6.75,87980
1552,50,50,0,1560.0,0.3333333333333333,0.2136986301369863,5.5,7.353081920515432,8.895766604056085,6.947937068614969,6.255750041753367,2433600,4.5,78000
1553,18,18,0,830.0,0.0,0.30752130418673584,4.0,6.7226297948554485,7.90100705199242,6.7226297948554485,0.0,688900,2.0,14940
1554,63,20,1,2430.0,0.0,0.10384615384615385,4.75,7.796057974316123,10.060534035475412,7.796057974316123,0.0,5904900,3.5,153090
1555,12,12,0,830.0,0.1566265060240964,1.0744336569579287,6.5,7.415175109613295,7.343426229147367,7.244941546337007,5.564520407322694,2755600,7.5,19920
1556,36,36,0,2750.0,0.3418181818181818,0.1525320317266626,6.75,7.919719760924575,9.799792316197363,7.501634457883413,6.846943139585379,7562500,8.25,99000
1557,40,40,0,1820.0,0.3076923076923077,0.2258624968974932,6.25,7.507141079727608,8.994544758324512,7.13966033596492,6.329720905522696,3312400,6.75,72800
1558,48,48,0,1360.0,0.0,0.12679470445646093,5.5,7.215975002651466,9.280519206597429,7.215975002651466,0.0,1849600,4.5,65280
1559,73,20,1,870.0,0.0,0.14146341463414633,4.0,6.769641976852503,8.724369949208368,6.769641976852503,0.0,756900,2.0,63510
1560,23,23,0,1320.0,0.36363636363636365,0.39314966492926284,6.5,7.878912912297133,8.812248018197431,7.427144133408616,6.8679744089702925,6969600,7.5,60720
1561,50,14,1,1950.0,0.3076923076923077,0.2198917456021651,6.25,7.576097340623111,9.090317329376452,7.208600337960199,6.398594934535208,3802500,6.75,97500
1562,94,94,0,880.0,0.0,0.22,6.0,7.186144304522325,8.699681400989514,7.186144304522325,0.0,1742400,6.0,124080
1563,28,28,0,1240.0,0.0,0.2972908175497483,6.5,7.816416983691801,9.029178142902074,7.816416983691801,0.0,6150400,7.5,69440
1564,11,11,0,850.0,0.0,0.425,6.5,7.438971592395862,8.294299608857235,7.438971592395862,0.0,2890000,7.5,18700
1565,2,2,1,792.0,0.0,0.5657142857142857,6.25,7.368339686311381,7.937731775260109,7.368339686311381,0.0,2509056,6.75,3168
1566,27,14,1,1370.0,0.0,0.23386821440764766,5.75,7.223295679562314,8.675734219544788,7.223295679562314,0.0,1876900,5.25,36990
1567,14,14,0,2775.0,0.3963963963963964,0.19766365125721205,8.5,8.621733370690162,10.242777244969993,8.11701408773731,7.696667081526462,30802500,14.0,77700
1568,3,3,0,690.0,0.17391304347826086,1.2861136999068035,5.5,7.2305631534092925,6.97914527506881,7.039660349862076,5.484796933490655,1904400,5.0,4140
1569,48,48,0,990.0,0.0,0.12356465302046929,5.0,6.898714534329988,8.98882050177807,6.898714534329988,0.0,980100,3.0,47520
1570,10,10,1,1800.0,0.2388888888888889,0.5236363636363637,10.5,8.188966863648876,8.83579236650274,7.916078096302786,6.7580945044277305,12960000,21.0,36000
1571,49,49,0,3150.0,0.2857142857142857,0.046654225539856035,7.75,8.055475141757274,11.120164318733623,7.719129840906732,6.803505257608338,9922500,11.0,154350
1572,91,16,1,1480.0,0.36036036036036034,0.37,7.75,7.7057128238944275,8.699681400989514,7.259116128097101,6.68586094706836,4928400,8.75,202020
1573,25,25,0,980.0,0.0,0.1571016351394678,6.5,7.581209826196346,9.431642228411022,7.581209826196346,0.0,3841600,7.5,49000
1574,67,67,0,3420.0,0.4824561403508772,0.475,6.75,8.137688184977605,8.881975184248867,7.479299637782834,7.409136443920128,11696400,7.0,229140
1575,22,22,0,800.0,0.0,0.5738880918220947,6.5,7.3783837129967145,7.933438387627489,7.3783837129967145,0.0,2560000,7.5,35200
1576,10,10,1,1270.0,0.0,0.35830159401890255,5.5,7.840312983320164,8.866440619526173,7.840312983320164,0.0,6451600,5.0,25400
1577,45,45,0,1140.0,0.0,0.11840465309513917,5.75,7.039660349862076,9.172534657240284,7.039660349862076,0.0,1299600,5.25,51300
1578,26,14,1,1060.0,0.0,0.21774856203779785,6.5,7.659642954564682,9.183688340978756,7.659642954564682,0.0,4494400,7.5,55120
1579,16,8,1,1455.0,0.0,0.503808864265928,7.5,7.976251943745623,8.661639795781266,7.976251943745623,0.0,8468100,10.0,46560
1580,60,9,1,700.0,0.0,0.1140560504019118,5.0,6.957497370876951,9.127719343287845,6.957497370876951,0.0,1102500,3.0,63000
1581,94,94,0,1760.0,0.45454545454545453,0.352,6.0,7.473637108496206,8.517393171418904,6.8679744089702925,6.68586094706836,3097600,6.0,165440
1582,36,36,0,1710.0,0.29239766081871343,0.14869565217391303,6.25,7.444833273892193,9.350189267092581,7.099201743553092,6.2166061010848646,2924100,6.75,61560
1583,30,30,0,1753.3333333333333,0.376425855513308,0.7656477438136827,8.5,7.875119281040293,8.142063283104147,7.403061091090091,6.898714534329988,6916900,14.0,78900
1584,6,6,0,845.0,0.1952662721893491,1.1801675977653632,7.5,7.43307534889858,7.267525427828172,7.215975002651466,5.802118375377063,2856100,10.5,10140
1585,31,5,1,1560.0,0.1987179487179487,0.2164562231164146,5.75,7.353081920515432,8.882946799288174,7.1316985104669115,5.739792912179234,2433600,5.25,48360
1586,39,39,0,1626.6666666666667,0.0,0.11714999039754177,8.25,7.80016307039296,9.944101525421383,7.80016307039296,0.0,5953600,11.25,95160
1587,85,85,0,1733.3333333333333,0.38461538461538464,0.4425531914893617,6.75,7.8636512654486515,8.678631537293768,7.3783837129967145,6.90875477931522,6760000,8.25,221000
1588,95,29,1,1440.0,0.24305555555555555,0.9022556390977443,10.0,7.9658927350845286,8.068716192714781,7.687538766201629,6.55250788703459,8294400,18.0,273600
1589,5,5,0,975.0,0.0,0.34276674283705394,6.5,7.576097340623111,8.646465527120377,7.576097340623111,0.0,3802500,7.5,9750
1590,21,21,0,1265.0,0.0,0.1881600475977986,6.5,7.836369760545124,9.50651131182387,7.836369760545124,0.0,6400900,7.5,53130
1591,55,25,1,780.0,0.0,0.1436111452068246,6.0,7.065613363597717,9.005527777346696,7.065613363597717,0.0,1368900,4.0,64350
1592,104,8,1,746.6666666666666,0.0,0.56,4.0,7.02197642307216,7.601402334583733,7.02197642307216,0.0,1254400,2.0,116480
1593,57,13,1,1110.0,0.0,0.09135802469135802,5.0,7.01301578963963,9.405166749908611,7.01301578963963,0.0,1232100,3.0,63270
1594,16,8,1,1465.0,0.0,0.16099785702511127,7.5,7.983098940710892,9.809176873064887,7.983098940710892,0.0,8584900,10.0,46880
1595,25,25,0,2633.3333333333335,0.37721518987341773,0.03556059705792326,7.5,8.281723990411392,11.617996938859507,7.8083230503910555,7.307202314764738,15602500,10.5,98750
1596,67,26,1,2260.0,0.5,0.32262669521770165,6.75,7.72356247227797,8.854522203757432,7.030857476116121,7.030857476116121,5107600,7.0,151420
1597,66,66,0,2110.0,0.0,0.22166193927933606,4.75,7.65491704784832,9.161150127785412,7.65491704784832,0.0,4452100,3.5,139260
1598,9,9,0,4700.0,0.46382978723404256,0.5131004366812227,8.25,8.45553053102413,9.122710622015209,7.83241092718792,7.687538766201629,22090000,13.0,42300
1599,68,68,0,900.0,0.0,0.09719222462203024,4.0,6.803505257608338,9.13356731317027,6.803505257608338,0.0,810000,2.0,61200
1600,11,11,0,905.0,0.0,0.3641851106639839,7.25,7.501634457883413,8.511376306094673,7.501634457883413,0.0,3276100,9.0,19910
1601,65,29,1,1230.0,0.0,0.15268123138033762,5.5,7.115582126184454,8.994296557777195,7.115582126184454,0.0,1512900,4.5,79950
1602,37,10,1,1445.0,0.0,0.23160762942779292,8.25,7.969357742016346,9.431802510507854,7.969357742016346,0.0,8352100,11.25,106930
1603,30,30,0,1920.0,0.4791666666666667,0.2063185041908446,5.75,7.560601162768557,9.13852208418571,6.90875477931522,6.825460036255307,3686400,5.25,57600
1604,58,58,0,1940.0,0.26288659793814434,0.2121609798775153,7.25,7.57095858316901,9.120962560824966,7.266128779556451,6.236369590203704,3763600,9.0,112520
1605,5,5,0,565.0,0.08849557522123894,1.5147453083109919,4.5,7.030857476116121,6.616065185132817,6.93828448401696,4.61512051684126,1276900,3.0,5650
1606,22,22,0,1400.0,0.0,0.14607679465776294,7.75,7.937731775260109,9.86104966983816,7.937731775260109,0.0,7840000,11.0,61600
1607,28,28,0,790.0,0.0,0.1989673844603954,6.25,7.365812837209472,8.979920411691197,7.365812837209472,0.0,2496400,6.75,44240
1608,11,11,0,1355.0,0.0,0.4116664134892906,7.5,7.905072849498666,8.792397742356906,7.905072849498666,0.0,7344100,10.0,29810
1609,37,10,1,1930.0,0.0,0.05330019331676333,5.75,7.565793282428515,10.497118219058828,7.565793282428515,0.0,3724900,5.25,71410
1610,45,4,1,1490.0,0.0,0.22575757575757577,6.0,7.307202314764738,8.79497643168877,7.307202314764738,0.0,2220100,4.0,67050
1611,36,14,1,1390.0,0.0,0.2808080808080808,6.75,7.930565854233965,9.200391041122515,7.930565854233965,0.0,7728400,7.0,100080
1612,67,26,1,1890.0,0.4126984126984127,0.315,6.75,7.544861068658458,8.699681400989514,7.01301578963963,6.660575149839686,3572100,7.0,126630
1613,4,4,0,1595.0,0.0,0.10143084260731319,8.5,8.068089626278244,10.356186058125473,8.068089626278244,0.0,10176100,14.0,12760
1614,25,25,0,2130.0,0.0,0.060564701868122496,6.0,7.664346632098617,10.467948725468029,7.664346632098617,0.0,4536900,6.0,53250
1615,31,5,1,2330.0,0.4034334763948498,0.19191170414298658,5.75,7.754052639035757,9.40442579569038,7.237778191923443,6.846943139585379,5428900,5.25,72230
1616,31,31,0,1210.0,0.49586776859504134,0.23091603053435114,5.5,7.099201743553092,8.564267598802166,6.415096959171596,6.398594934535208,1464100,4.5,37510
1617,82,56,1,970.0,0.0,0.16869565217391305,4.0,6.878326468291325,8.657129031713755,6.878326468291325,0.0,940900,2.0,79540
1618,7,7,0,1544.0,0.0,0.7051516258677384,8.75,8.258681496264236,8.607947554684701,8.258681496264236,0.0,14899600,15.0,27020
1619,10,10,1,2635.0,0.34724857685009486,0.09863741858201693,8.5,8.569975376855206,10.886108948699558,8.14351740579748,7.5126175446745105,27772900,14.0,52700
1620,27,14,1,985.0,0.0,0.29848484848484846,7.5,7.58629630715272,8.79497643168877,7.58629630715272,0.0,3880900,10.0,53190
1621,94,94,0,1500.0,0.4,0.2771618625277162,6.5,7.313886831633462,8.596558746796978,6.803505257608338,6.398594934535208,2250000,7.5,141000
1622,31,31,0,2190.0,0.0,0.10241062451775819,8.0,8.385032287813898,10.663592201220954,8.385032287813898,0.0,19184400,12.0,135780
1623,10,10,1,995.0,0.0,0.4994979919678715,6.5,7.596392304064196,8.290292591224315,7.596392304064196,0.0,3960100,7.5,19900
1624,109,1,1,1766.6666666666667,0.42641509433962266,0.6139944392956441,7.5,7.8826922062890254,8.370315995555478,7.327123292259293,7.030857476116121,7022500,10.0,288850
1625,10,10,1,2480.0,0.47580645161290325,0.24578790882061446,9.0,7.816416983691801,9.219399216464529,7.170888478512505,7.074116816197362,6150400,15.0,24800
1626,60,9,1,1390.0,0.0,0.23166666666666666,5.0,7.237778191923443,8.699681400989514,7.237778191923443,0.0,1932100,3.0,83400
1627,56,56,0,1300.0,0.0,0.029258850802367717,4.0,7.170888478512505,10.701715209546581,7.170888478512505,0.0,1690000,2.0,72800
1628,64,31,1,1650.0,0.30303030303030304,0.21221864951768488,6.75,7.409136443920128,8.958797346140274,7.048386408721883,6.2166061010848646,2722500,7.0,105600
1629,72,15,1,890.0,0.0,0.10987654320987654,4.0,6.792344427470809,8.999742789830492,6.792344427470809,0.0,792100,2.0,64080
1630,66,20,1,740.0,0.0,0.11974110032362459,4.0,6.608000625296087,8.729235349659273,6.608000625296087,0.0,547600,2.0,48840
1631,27,14,1,880.0,0.0,0.18329514684440743,7.25,7.473637108496206,9.169830828637973,7.473637108496206,0.0,3097600,9.0,47520
1632,0,0,0,1500.0,0.0,0.12533422459893048,5.75,7.313886831633462,9.39007525287337,7.313886831633462,0.0,2250000,5.25,0
1633,35,35,0,2080.0,0.41346153846153844,0.1732322811693179,7.25,7.640603826393634,9.393328373313297,7.107425474110705,6.7580945044277305,4326400,9.0,72800
1634,10,10,1,1315.0,0.0,0.03373005694351819,6.5,7.875119281040293,11.264117891900502,7.875119281040293,0.0,6916900,7.5,26300
1635,101,31,1,760.0,0.0,0.25324891702765745,4.0,6.634633357861686,8.007034012193408,6.634633357861686,0.0,577600,2.0,76760
1636,48,48,0,1185.0,0.0,0.23504909253198453,7.5,7.771067086065406,9.218705288307811,7.771067086065406,0.0,5616900,10.0,113760
1637,38,22,1,2730.0,0.4249084249084249,0.13734466971877043,4.5,7.912423121473705,9.89736887152795,7.359467638255621,7.057036981697891,7452900,3.0,103740
1638,85,85,0,880.0,0.0,0.2972972972972973,6.0,7.186144304522325,8.398634855292102,7.186144304522325,0.0,1742400,4.0,112200
1639,64,31,1,3070.0,0.3257328990228013,0.08921306520981054,7.5,8.029758520440822,10.446189678949377,7.635786861395585,6.90875477931522,9424900,10.0,196480
1640,58,58,0,900.0,0.0,0.1724137931034483,4.0,6.803505257608338,8.560444233410552,6.803505257608338,0.0,810000,2.0,52200
1641,38,38,0,1120.0,0.0,0.028635346756152126,5.75,7.714677473800927,11.267357352092318,7.714677473800927,0.0,5017600,5.25,85120
1642,65,16,1,1520.0,0.32894736842105265,0.35447761194029853,5.5,7.327123292259293,8.36380888451688,6.928537818164665,6.2166061010848646,2310400,4.5,98800
1643,7,7,0,1438.0,0.17941585535465926,0.5654738497837201,7.5,7.964503363551548,8.534443544822764,7.766840537085513,6.248042874508429,8271376,10.5,20132
1644,58,13,1,1246.6666666666667,0.0,0.31166666666666665,7.0,7.534228326274089,8.699681400989514,7.534228326274089,0.0,3496900,8.0,108460
1645,106,106,0,1100.0,0.35,0.55,7.5,7.696667081526462,8.294299608857235,7.266128779556451,6.647688373563329,4840000,10.0,233200
1646,35,0,1,1185.0,0.0,0.010881542699724517,6.25,7.771067086065406,12.291337080838684,7.771067086065406,0.0,5616900,6.75,82950
1647,12,12,0,1215.0,0.0,0.44189852700491,7.5,7.796057974316123,8.612503371220562,7.796057974316123,0.0,5904900,10.0,29160
1648,29,29,0,2340.0,0.0,0.03962206644315757,6.5,7.75833346749091,10.98629222322094,7.75833346749091,0.0,5475600,7.5,67860
1649,26,14,1,1295.0,0.23552123552123552,0.023783287419651057,6.0,7.85979918056211,11.598194491615347,7.591357046698551,6.415096959171596,6708100,6.0,67340
1650,10,10,1,980.0,0.0,0.5632183908045977,6.5,7.581209826196346,8.15507488781144,7.581209826196346,0.0,3841600,7.5,19600
1651,8,8,0,491.0,0.17922606924643583,1.160756501182033,4.5,6.890609120147166,6.741700694652055,6.693323668269949,5.176149732573829,964324,3.0,7856
1652,49,21,1,970.0,0.0,0.14696969696969697,5.0,6.878326468291325,8.79497643168877,6.878326468291325,0.0,940900,3.0,47530
1653,88,11,1,1266.6666666666667,0.1368421052631579,0.38,5.5,7.550135342488429,8.517393171418904,7.403061091090091,5.564520407322694,3610000,4.5,167200
1654,90,3,1,970.0,0.0,0.2852941176470588,4.0,6.878326468291325,8.131824785007195,6.878326468291325,0.0,940900,2.0,87300
1655,71,71,0,720.0,0.0,0.1,4.0,6.580639137284949,8.881975184248867,6.580639137284949,0.0,518400,2.0,51120
1656,11,11,0,1130.0,0.0,0.6086722326959332,7.5,7.72356247227797,8.219864741912652,7.72356247227797,0.0,5107600,10.0,24860
1657,44,0,1,1720.0,0.0,0.4246913580246914,12.0,8.14351740579748,8.999742789830492,8.14351740579748,0.0,11833600,28.0,151360
1658,4,4,0,530.0,0.0,1.442831215970962,7.5,7.372118028337787,7.005789019253503,7.372118028337787,0.0,2528100,10.5,6360
1659,109,109,0,900.0,0.0,0.2647058823529412,4.0,6.803505257608338,8.131824785007195,6.803505257608338,0.0,810000,2.0,98100
1660,51,51,0,2430.0,0.31275720164609055,0.16875,7.5,7.796057974316123,9.575052927597383,7.421177528595393,6.634633357861686,5904900,10.0,123930
1661,7,7,0,2000.0,0.0,0.2622434930833279,8.5,8.294299608857235,9.632597042724184,8.294299608857235,0.0,16000000,14.0,28000
1662,6,6,0,450.0,0.0,1.4331210191082802,7.0,7.208600337960199,6.849066282633458,7.208600337960199,0.0,1822500,8.0,8100
1663,7,7,0,525.0,0.09523809523809523,1.0204081632653061,5.5,6.957497370876951,6.937314081223682,6.85751406254539,4.61512051684126,1102500,5.0,7350
1664,24,5,1,1340.0,0.0,0.34549439216191824,6.5,7.893945138235959,8.956479847999912,7.893945138235959,0.0,7182400,7.5,64320
1665,51,6,1,1170.0,0.0,0.11015911872705018,4.0,7.065613363597717,9.270682600982344,7.065613363597717,0.0,1368900,2.0,59670
1666,38,22,1,813.3333333333334,0.0,0.3419282511210762,4.5,7.107425474110705,8.18004072349016,7.107425474110705,0.0,1488400,3.0,46360
1667,60,9,1,1130.0,0.0,0.10610328638497653,5.0,7.030857476116121,9.273409063443166,7.030857476116121,0.0,1276900,3.0,67800
1668,94,94,0,1960.0,0.44387755102040816,0.4093567251461988,5.75,7.581209826196346,8.47407690034261,6.994849985833071,6.769641976852503,3841600,5.25,184240
1669,56,56,0,876.0,0.0,0.2979591836734694,7.5,7.692113339595466,8.902591637374087,7.692113339595466,0.0,4796100,10.0,122640
1670,85,85,0,2060.0,0.5,0.4642776650890241,6.0,7.630946580890459,8.39795910349254,6.93828448401696,6.93828448401696,4243600,6.0,175100
1671,26,14,1,1640.0,0.31097560975609756,0.1523880319643189,5.75,7.403061091090091,9.283869605264298,7.030857476116121,6.236369590203704,2689600,5.25,42640
1672,10,10,1,510.0,0.0,0.6688524590163935,4.5,6.928537818164665,7.330405211844402,6.928537818164665,0.0,1040400,3.0,10200
1673,104,8,1,546.6666666666666,0.0,0.10677083333333333,5.0,6.710523109452428,8.946505025998682,6.710523109452428,0.0,672400,3.0,85280
1674,82,12,1,740.0,0.0,0.185,5.0,7.01301578963963,8.699681400989514,7.01301578963963,0.0,1232100,3.0,91020
1675,12,12,0,2280.0,0.0,0.334556126192223,5.0,7.732369222284388,8.827028068509152,7.732369222284388,0.0,5198400,4.0,27360
1676,3,3,0,745.0,0.30201342281879195,1.2293729372937294,6.25,7.307202314764738,7.10085190894405,6.947937068614969,6.111467339502679,2220100,6.75,4470
1677,48,48,0,2146.6666666666665,0.0,0.4088888888888889,7.5,8.0774471493312,8.971575439759016,8.0774471493312,0.0,10368400,10.0,154560
1678,37,37,0,2050.0,0.47804878048780486,0.5823863636363636,5.75,7.62608275807238,8.166500319155052,6.976348070447749,6.8885724595653635,4202500,5.25,75850
1679,103,30,1,940.0,0.0,0.41765402843601895,6.0,7.252053951852814,8.124743020385568,7.252053951852814,0.0,1988100,4.0,145230
1680,29,29,0,2386.6666666666665,0.0,0.10152860100394204,8.0,8.183397369998433,10.470561175840706,8.183397369998433,0.0,12816400,12.0,103820
1681,77,77,0,1160.0,0.0,0.232,4.0,7.057036981697891,8.517393171418904,7.057036981697891,0.0,1345600,2.0,89320
1682,22,22,0,870.0,0.0,0.05633620410541993,6.5,7.462214939768189,10.338090662387614,7.462214939768189,0.0,3027600,7.5,38280
1683,7,7,0,1350.0,0.0,0.5242718446601942,7.5,7.901377353792616,8.546946149565585,7.901377353792616,0.0,7290000,10.0,18900
1684,43,43,0,785.0,0.33121019108280253,0.22428571428571428,6.0,7.359467638255621,8.853808274977197,6.957497370876951,6.255750041753367,2464900,6.0,67510
1685,1,1,1,2100.0,0.40476190476190477,0.27219701879455604,9.0,7.650168700845001,8.951051374025619,7.1316985104669115,6.7464121285733745,4410000,15.0,2100
1686,29,29,0,735.0,0.0,0.34012031466913467,6.25,7.293697720601438,8.371704884667631,7.293697720601438,0.0,2160900,6.75,42630
1687,8,8,0,1930.0,0.37823834196891193,0.6367535466842627,8.0,7.565793282428515,8.016977746762262,7.0909098220799835,6.594413459749778,3724900,12.0,15440
1688,73,73,0,1273.3333333333333,0.0,0.2744252873563218,7.0,7.555381944240273,8.848078421168667,7.555381944240273,0.0,3648100,8.0,139430
1689,21,21,0,3320.0,0.0,0.12450778173635853,9.5,8.801017833540714,10.884273054590794,8.801017833540714,0.0,44089600,18.0,139440
