Unnamed: 0,house_age,years_since_last_action,was_renovated,sqft_living_per_floor,sqft_basement_ratio,sqft_living_lot_ratio,total_rooms_approx,log_sqft_living,log_sqft_lot,log_sqft_above,log_sqft_basement,sqft_living_sq,bed_bath_interaction,age_sqft_interaction,city,statezip,city_encoded,statezip_encoded
1801,10,10,1,1295.0,0.0,0.357883101,6.5,7.859799181,8.887100204,7.859799181,0.0,6708100,7.5,25900,Seattle,WA 98125,570515.8814716863,450881.6901408451
1802,16,8,1,1485.0,0.0,0.135573104,6.5,7.996653875,9.994607146,7.996653875,0.0,8820900,7.5,47520,Renton,WA 98059,383432.0808217949,502068.15179130435
1803,52,11,1,886.6666667,0.0,0.158333333,7.25,7.193685818,9.036106025,7.193685818,0.0,1768900,9.0,69160,Bellevue,WA 98005,868105.2200754544,794083.8533320001
1804,0,0,0,1575.0,0.0,0.535168196,7.5,8.055475142,8.680501809,8.055475142,0.0,9922500,10.0,0,Renton,WA 98059,383432.0808217949,502068.15179130435
1805,104,104,0,1380.0,0.38647343,0.156332603,6.5,7.635786861,9.491148875,7.147559271,6.685860947,4284900,7.5,215280,Seattle,WA 98102,570515.8814716863,733401.5789473684
1806,93,93,0,1825.0,0.076712329,0.403314917,8.5,8.202756382,9.110630528,8.122964715,5.638354669,13322500,12.5,339450,Seattle,WA 98119,570515.8814716863,926155.9828974358
1807,73,16,1,3480.0,0.497126437,0.446153846,6.5,8.155074888,8.96200721,7.467942332,7.456454555,12110400,7.5,254040,Seattle,WA 98177,570515.8814716863,708333.8682162791
1808,86,60,1,690.0,0.0,0.353846154,3.0,6.538139824,7.576097341,6.538139824,0.0,476100,1.0,59340,Seattle,WA 98117,570515.8814716863,561530.210114151
1809,37,37,0,1300.666667,0.287032291,1.005670103,11.5,8.269500767,8.263848131,7.931284762,7.021976423,15225604,27.0,144374,Seattle,WA 98116,570515.8814716863,614958.0922625
1810,13,13,0,1530.0,0.0,0.612,8.0,8.026496939,8.517393171,8.026496939,0.0,9363600,12.0,39780,Covington,WA 98042,309410.29411764705,335536.09890128206
1811,96,29,1,1293.333333,0.0,0.258666667,5.75,7.570958583,8.922791624,7.570958583,0.0,3763600,5.25,186240,Enumclaw,WA 98022,308011.23188260867,308011.23188260867
1812,3,3,0,706.5,0.0,0.3925,6.5,7.254177846,8.188966864,7.254177846,0.0,1996569,7.5,4239,Kent,WA 98031,481139.1425712329,736617.6659482758
1813,38,22,1,875.0,0.0,0.152691737,5.75,7.467942332,9.346792495,7.467942332,0.0,3062500,5.25,66500,Auburn,WA 98002,297484.6263186567,234988.57692307694
1814,13,13,0,1180.0,0.0,0.451588213,7.5,7.766840537,8.561592779,7.766840537,0.0,5569600,10.0,30680,Kirkland,WA 98034,624274.5115604027,477233.23682692304
1815,41,41,0,2420.0,0.421487603,0.305285732,7.25,7.791935957,8.978156076,7.244941546,6.928537818,5856400,9.0,99220,Shoreline,WA 98133,432730.11461999995,378643.3288893333
1816,14,14,0,1745.0,0.0,0.465705898,7.5,8.157943507,8.921991411,8.157943507,0.0,12180100,10.0,48860,Bellevue,WA 98006,868105.2200754544,790341.2827380953
1817,67,67,0,1110.0,0.099099099,0.163235294,4.0,7.01301579,8.824824939,6.908754779,4.709530201,1232100,2.0,74370,Seattle,WA 98133,570515.8814716863,378643.3288893333
1818,14,14,0,530.0,0.0,0.690104167,6.5,6.966967139,7.337587744,6.966967139,0.0,1123600,7.5,14840,Seattle,WA 98117,570515.8814716863,561530.210114151
1819,13,13,0,1295.0,0.0,0.327433628,7.5,7.859799181,8.976009475,7.859799181,0.0,6708100,10.0,33670,Seattle,WA 98115,570515.8814716863,615531.1620875
1820,105,25,1,880.0,0.0,0.723684211,4.0,7.186144305,7.509335266,7.186144305,0.0,1742400,2.0,138600,Seattle,WA 98144,570515.8814716863,566322.6056338028
1821,73,20,1,930.0,0.0,0.031786178,2.75,6.836259277,10.2839425,6.836259277,0.0,864900,0.75,67890,Seattle,WA 98178,570515.8814716863,264132.760415
1822,32,32,0,1900.0,0.326315789,0.344202899,5.75,7.550135342,8.616314282,7.155396302,6.431331082,3610000,5.25,60800,Seattle,WA 98118,570515.8814716863,439296.84873970586
1823,5,5,0,745.0,0.181208054,1.529774127,6.25,7.307202315,6.882437471,7.107425474,5.602118821,2220100,6.75,7450,Seattle,WA 98106,570515.8814716863,299646.54088113207
1824,8,8,0,1510.0,0.0,0.303212851,4.75,7.320526962,8.513385953,7.320526962,0.0,2280100,3.5,12080,Redmond,WA 98053,667572.7466631016,700378.28555875
1825,40,40,0,1890.0,0.0,0.04338843,6.5,7.544861069,10.68191753,7.544861069,0.0,3572100,6.0,75600,Auburn,WA 98092,297484.6263186567,352629.1462301587
1826,66,20,1,810.0,0.0,0.16875,4.0,6.698268054,8.476579509,6.698268054,0.0,656100,2.0,53460,Seattle,WA 98126,570515.8814716863,427857.9768181818
1827,27,14,1,2560.0,0.48046875,0.174386921,6.0,7.848153086,9.59430942,7.193685818,7.115582126,6553600,6.0,69120,Redmond,WA 98052,667572.7466631016,643045.2409467289
1828,23,23,0,1915.0,0.0,0.078575385,6.5,8.250881145,10.79433739,8.250881145,0.0,14668900,7.5,88090,Bellevue,WA 98006,868105.2200754544,790341.2827380953
1829,19,19,0,1585.0,0.255520505,0.248627451,6.5,8.061802275,9.453364979,7.766840537,6.698268054,10048900,7.5,60230,Federal Way,WA 98023,294767.48545,292141.0063970149
1830,15,15,0,2326.666667,0.236389685,0.445096289,11.25,8.850947452,9.660332602,8.581294117,7.409136444,48720400,25.5,104700,Mercer Island,WA 98040,1141272.6555549998,1141272.6555549998
1831,87,87,0,1600.0,0.375,0.311688312,6.75,7.783640596,8.94910547,7.313886832,6.803505258,5760000,7.0,208800,Seattle,WA 98133,570515.8814716863,378643.3288893333
1832,25,25,0,1055.0,0.0,0.522535909,6.5,7.654917048,8.303752416,7.654917048,0.0,4452100,7.5,52750,Kent,WA 98042,481139.1425712329,335536.09890128206
1833,76,76,0,766.6666667,0.0,0.239583333,5.0,7.048386409,8.476579509,7.048386409,0.0,1322500,3.0,87400,Auburn,WA 98002,297484.6263186567,234988.57692307694
1834,29,29,0,1880.0,0.292553191,0.167125967,5.75,7.539558829,9.328123408,7.193685818,6.311734809,3534400,5.25,54520,Auburn,WA 98001,297484.6263186567,259753.75910196078
1835,35,0,1,1435.0,0.114982578,0.308867843,7.5,7.96241568,9.137016708,7.840312983,5.802118375,8236900,10.0,100450,Renton,WA 98058,383432.0808217949,361347.7168918919
1836,3,3,0,1025.0,0.0,0.489844683,6.5,7.626082758,8.339500903,7.626082758,0.0,4202500,7.5,6150,Seattle,WA 98117,570515.8814716863,561530.210114151
1837,64,9,1,2310.0,0.181818182,0.173684211,6.5,7.74543561,9.495594499,7.544861069,6.042632834,5336100,6.0,147840,Clyde Hill,WA 98004,1756628.5714285714,1419321.0701754387
1838,34,34,0,1425.0,0.301754386,0.399719495,6.5,7.955425089,8.872206756,7.596392304,6.758094504,8122500,7.5,96900,Seattle,WA 98122,570515.8814716863,578543.6049388888
1839,45,4,1,1990.0,0.211055276,0.221332444,6.5,7.596392304,9.104090572,7.359467638,6.042632834,3960100,7.5,89550,Kent,WA 98042,481139.1425712329,335536.09890128206
1840,11,11,0,925.0,0.0,0.402436372,6.5,7.523481313,8.433376705,7.523481313,0.0,3422500,7.5,20350,Covington,WA 98042,309410.29411764705,335536.09890128206
1841,75,45,1,1300.0,0.0,0.155267139,6.5,7.576097341,9.43827244,7.576097341,0.0,3802500,6.0,146250,SeaTac,WA 98188,254070.79166666666,275761.05555555556
1842,59,59,0,1410.0,0.319148936,0.2203125,7.0,7.252053952,8.764209507,6.867974409,6.11146734,1988100,5.0,83190,Des Moines,WA 98198,308911.756097561,313104.55
1843,56,42,1,1040.0,0.230769231,0.116959064,5.0,6.947937069,9.093019729,6.685860947,5.484796933,1081600,3.0,58240,Federal Way,WA 98023,294767.48545,292141.0063970149
1844,99,99,0,1225.0,0.285714286,0.910442215,5.75,7.804251384,7.898039691,7.467942332,6.552507887,6002500,5.25,242550,Seattle,WA 98119,570515.8814716863,926155.9828974358
1845,30,30,0,1690.0,0.485207101,0.414215686,6.75,7.433075349,8.314097335,6.769641977,6.710523109,2856100,7.0,50700,Seattle,WA 98144,570515.8814716863,566322.6056338028
1846,44,44,0,3200.0,0.496875,0.141274116,7.5,8.07121854,10.02800343,7.384610383,7.372118028,10240000,10.0,140800,Kent,WA 98031,481139.1425712329,736617.6659482758
1847,63,63,0,520.0,0.0,0.023282887,4.0,6.255750042,10.01391023,6.255750042,0.0,270400,2.0,32760,SeaTac,WA 98168,254070.79166666666,267816.9281381818
1848,46,17,1,990.0,0.0,0.101041029,5.0,6.898714534,9.190035619,6.898714534,0.0,980100,3.0,45540,Woodinville,WA 98072,627221.0372340425,586174.3636363636
1849,38,38,0,1780.0,0.320224719,0.220160792,5.75,7.484930283,8.99788945,7.099201744,6.34738921,3168400,5.25,67640,Bothell,WA 98011,484731.0227272727,488051.54761904763
1850,34,34,0,1745.0,0.29512894,0.36053719,9.5,8.157943507,9.177920481,7.80832305,6.938284484,12180100,17.5,118660,Shoreline,WA 98177,432730.11461999995,708333.8682162791
1851,58,58,0,1470.0,0.0,0.146239554,6.0,7.293697721,9.215626376,7.293697721,0.0,2160900,6.0,85260,Seattle,WA 98125,570515.8814716863,450881.6901408451
1852,30,30,0,1195.0,0.0,0.261002512,6.5,7.779466967,9.122383093,7.779466967,0.0,5712100,7.5,71700,Redmond,WA 98052,667572.7466631016,643045.2409467289
1853,38,38,0,1550.0,0.322580645,0.159465021,5.75,7.346655163,9.182043773,6.957497371,6.216606101,2402500,5.25,58900,Black Diamond,WA 98010,382056.25,382056.25
1854,60,9,1,2440.0,0.450819672,0.488,6.75,7.80016307,8.517393171,7.201170883,7.003974137,5953600,7.0,146400,Seattle,WA 98117,570515.8814716863,561530.210114151
1855,78,78,0,1733.333333,0.376923077,0.945454545,7.75,7.863651265,7.919719761,7.390798522,6.88857246,6760000,11.0,202800,Seattle,WA 98109,570515.8814716863,915494.5652173914
1856,54,13,1,1390.0,0.0,0.086875,5.0,7.237778192,9.680406499,7.237778192,0.0,1932100,3.0,75060,Algona,WA 98001,246666.66666666666,259753.75910196078
1857,65,65,0,1250.0,0.176,0.2,5.0,7.13169851,8.74049673,6.938284484,5.398162702,1562500,3.0,81250,Seattle,WA 98108,570515.8814716863,330107.63636363635
1858,36,14,1,1660.0,0.301204819,0.14088093,5.0,7.41517511,9.374497958,7.057036982,6.216606101,2755600,3.0,59760,Woodinville,WA 98077,627221.0372340425,685107.3717948718
1859,37,10,1,2420.0,0.367768595,0.220762635,7.75,7.791935957,9.302281246,7.333676396,6.792344427,5856400,11.0,89540,Bellevue,WA 98007,868105.2200754544,657883.3333321429
1860,49,49,0,1470.0,0.0,0.175104229,7.0,7.293697721,9.035510681,7.293697721,0.0,2160900,8.0,72030,Bellevue,WA 98008,868105.2200754544,599919.4444444445
1861,74,13,1,2250.0,0.044444444,0.166481687,6.75,7.719129841,9.511629448,7.673688129,4.615120517,5062500,7.0,166500,Kent,WA 98030,481139.1425712329,267279.41586999997
1862,113,113,0,1280.0,0.33984375,1.024,5.5,7.848153086,7.824445931,7.433075349,6.769641977,6553600,5.0,289280,Seattle,WA 98112,570515.8814716863,986127.6964285715
1863,55,25,1,1870.0,0.320855615,0.260119627,5.75,7.534228326,8.880446451,7.147559271,6.398594935,3496900,5.25,102850,Seattle,WA 98118,570515.8814716863,439296.84873970586
1864,53,10,1,1720.0,0.348837209,0.179166667,7.5,7.450660796,9.169622539,7.021976423,6.398594935,2958400,10.0,91160,Auburn,WA 98092,297484.6263186567,352629.1462301587
1865,12,12,0,1040.0,0.0,0.430820215,6.5,7.640603826,8.482394686,7.640603826,0.0,4326400,7.5,24960,Covington,WA 98042,309410.29411764705,335536.09890128206
1866,34,34,0,1100.0,0.0,0.144736842,4.75,7.003974137,8.936035097,7.003974137,0.0,1210000,3.5,37400,Des Moines,WA 98198,308911.756097561,313104.55
1867,8,8,0,1500.0,0.0,0.5407354,7.5,8.006700845,8.62137301,8.006700845,0.0,9000000,10.0,24000,Newcastle,WA 98056,681680.0357142857,411257.8726360656
1868,55,25,1,970.0,0.0,0.113053613,5.0,6.878326468,9.057305736,6.878326468,0.0,940900,3.0,53350,Federal Way,WA 98003,294767.48545,297147.36842105264
1869,74,18,1,880.0,0.0,0.22,4.0,6.781057626,8.294299609,6.781057626,0.0,774400,2.0,65120,Seattle,WA 98117,570515.8814716863,561530.210114151
1870,54,2,1,2430.0,0.411522634,0.271205357,7.0,7.796057974,9.100637107,7.26612878,6.908754779,5904900,8.0,131220,Seattle,WA 98178,570515.8814716863,264132.760415
1871,71,12,1,710.0,0.0,0.098611111,4.0,6.56667243,8.881975184,6.56667243,0.0,504100,2.0,50410,Seattle,WA 98178,570515.8814716863,264132.760415
1872,42,12,1,2550.0,0.333333333,0.295412419,7.75,7.844240718,9.063347348,7.438971592,6.746412129,6502500,11.0,107100,Kirkland,WA 98033,624274.5115604027,785812.8133802817
1873,12,12,0,973.3333333,0.0,0.146,5.0,7.286876412,9.210440367,7.286876412,0.0,2131600,3.0,17520,Sammamish,WA 98074,716445.2950143885,648637.487615493
1874,61,61,0,1340.0,0.0,0.004366983,5.0,7.201170883,12.63411105,7.201170883,0.0,1795600,3.0,81740,Duvall,WA 98019,388269.8245605263,388269.8245605263
1875,8,8,0,1570.0,0.0,0.336548767,5.0,7.359467638,8.448057453,7.359467638,0.0,2464900,4.0,12560,Redmond,WA 98053,667572.7466631016,700378.28555875
1876,8,8,0,423.3333333,0.0,0.959939531,6.0,7.147559271,7.188412736,7.147559271,0.0,1612900,6.0,10160,Seattle,WA 98103,570515.8814716863,585021.7971639343
1877,67,26,1,2060.0,0.45631068,0.50990099,6.0,7.630946581,8.304247465,7.021976423,6.84694314,4243600,6.0,138020,Seattle,WA 98103,570515.8814716863,585021.7971639343
1878,114,11,1,966.6666667,0.0,0.604166667,6.0,7.280008253,7.783640596,7.280008253,0.0,2102500,6.0,165300,Seattle,WA 98107,570515.8814716863,567483.5416666666
1879,35,0,1,1860.0,0.397849462,0.265714286,7.25,7.528869257,8.853808275,7.021976423,6.608000625,3459600,9.0,65100,Federal Way,WA 98023,294767.48545,292141.0063970149
1880,34,34,0,2040.0,0.0,0.089895563,5.75,7.621195163,10.02985585,7.621195163,0.0,4161600,5.25,69360,Kent,WA 98042,481139.1425712329,335536.09890128206
1881,106,106,0,1150.0,0.0,0.059895833,5.0,7.048386409,9.86271764,7.048386409,0.0,1322500,3.0,121900,Auburn,WA 98001,297484.6263186567,259753.75910196078
1882,59,5,1,1710.0,0.0,0.163793103,6.75,7.444833274,9.253495642,7.444833274,0.0,2924100,7.0,100890,Bellevue,WA 98006,868105.2200754544,790341.2827380953
1883,1,1,1,513.3333333,0.0,1.078431373,7.25,7.340186835,7.264730178,7.340186835,0.0,2371600,9.75,1540,Seattle,WA 98103,570515.8814716863,585021.7971639343
1884,11,11,0,453.3333333,0.036764706,1.338582677,6.5,7.215975003,6.924612396,7.178545484,3.931825633,1849600,7.5,14960,Seattle,WA 98115,570515.8814716863,615531.1620875
1885,5,5,0,1665.0,0.0,0.450060819,7.5,8.111027838,8.909235279,8.111027838,0.0,11088900,10.0,16650,Redmond,WA 98052,667572.7466631016,643045.2409467289
1886,36,36,0,2550.0,0.490196078,0.284090909,6.75,7.844240718,9.10242103,7.170888479,7.13169851,6502500,7.0,91800,Kent,WA 98031,481139.1425712329,736617.6659482758
1887,21,21,0,960.0,0.0,0.199480519,6.5,7.560601163,9.17222305,7.560601163,0.0,3686400,7.5,40320,North Bend,WA 98045,404148.135415625,404148.135415625
1888,36,14,1,1800.0,0.244444444,0.049040976,6.25,7.496097345,10.51066826,7.215975003,6.089044875,3240000,6.75,64800,Issaquah,WA 98027,604410.8557,587123.0243902439
1889,33,33,0,997.5,0.0,0.280906787,7.25,7.598900457,8.868272509,7.598900457,0.0,3980025,9.0,65835,Federal Way,WA 98023,294767.48545,292141.0063970149
1890,71,71,0,355.0,0.0,0.627763042,4.0,6.56667243,7.031741259,6.56667243,0.0,504100,2.0,50410,Seattle,WA 98102,570515.8814716863,733401.5789473684
1891,91,91,0,1120.0,0.308035714,0.211760257,5.75,7.714677474,9.266626183,7.346655163,6.538139824,5017600,5.25,203840,Seattle,WA 98115,570515.8814716863,615531.1620875
1892,35,0,1,900.0,0.0,0.066513931,4.0,6.803505258,9.51281253,6.803505258,0.0,810000,2.0,31500,Pacific,WA 98047,225800.0,225800.0
1893,13,13,0,1350.0,0.0,0.385824521,7.5,7.901377354,8.853522561,7.901377354,0.0,7290000,10.0,35100,Tukwila,WA 98168,334135.9166666667,267816.9281381818
1894,70,70,0,1590.0,0.0,0.247663551,5.0,7.372118028,8.767329148,7.372118028,0.0,2528100,3.0,111300,Seattle,WA 98136,570515.8814716863,550858.2215909091
1895,55,55,0,1490.0,0.0,0.154724818,5.5,7.307202315,9.172742342,7.307202315,0.0,2220100,4.5,81950,Kenmore,WA 98028,444443.133332,443865.81699215685
1896,32,32,0,1750.0,0.148571429,0.112903226,6.0,7.467942332,9.648659817,7.307202315,5.564520407,3062500,6.0,56000,Sammamish,WA 98075,716445.2950143885,782580.4912328571
1897,90,3,1,1133.333333,0.352941176,0.510051005,6.25,7.438971592,8.111928063,7.003974137,6.398594935,2890000,6.75,153000,Seattle,WA 98117,570515.8814716863,561530.210114151
1898,61,61,0,1780.0,0.0,0.074730257,5.5,7.484930283,10.07828084,7.484930283,0.0,3168400,4.5,108580,Seattle,WA 98168,570515.8814716863,267816.9281381818
1899,35,0,1,2500.0,0.48,0.260878639,8.5,7.824445931,9.16785032,7.170888479,7.090909822,6250000,12.5,87500,Des Moines,WA 98198,308911.756097561,313104.55
1900,40,40,0,1890.0,0.317460317,0.494117647,5.75,7.544861069,8.24957515,7.163172391,6.398594935,3572100,5.25,75600,Seattle,WA 98117,570515.8814716863,561530.210114151
1901,6,6,0,550.0,0.290909091,1.466666667,6.75,7.003974137,6.621405652,6.66057515,5.771441123,1210000,8.25,6600,Seattle,WA 98106,570515.8814716863,299646.54088113207
1902,40,40,0,990.0,0.0,0.297297297,7.5,7.591357047,8.804024902,7.591357047,0.0,3920400,10.0,79200,Kirkland,WA 98034,624274.5115604027,477233.23682692304
1903,71,71,0,1010.0,0.143564356,0.464367816,7.5,7.611347717,8.378160983,7.456454555,5.673323267,4080400,10.0,143420,Seattle,WA 98199,570515.8814716863,773926.1244719297
1904,63,20,1,1440.0,0.333333333,0.179104478,5.75,7.273092596,8.992308733,6.867974409,6.17586727,2073600,5.25,90720,Seattle,WA 98125,570515.8814716863,450881.6901408451
1905,93,93,0,1000.0,0.0,0.533333333,7.75,7.601402335,8.22977775,7.601402335,0.0,4000000,8.75,186000,Seattle,WA 98103,570515.8814716863,585021.7971639343
1906,20,20,0,860.0,0.0,0.429355966,6.5,7.450660796,8.295798111,7.450660796,0.0,2958400,7.5,34400,Issaquah,WA 98029,604410.8557,624102.6253971428
1907,20,20,0,1130.0,0.0,0.114020483,6.5,7.723562472,9.894547711,7.723562472,0.0,5107600,7.5,45200,Renton,WA 98058,383432.0808217949,361347.7168918919
1908,34,34,0,2930.0,0.42662116,0.208437078,5.0,7.983098941,9.550946908,7.427144133,7.13169851,8584900,4.0,99620,Vashon,WA 98070,471496.0,471496.0
1909,94,35,1,1520.0,0.328947368,0.077267182,7.0,7.327123292,9.887002416,6.928537818,6.216606101,2310400,8.0,142880,Tukwila,WA 98188,334135.9166666667,275761.05555555556
1910,62,16,1,1980.0,0.0,0.173031548,7.75,7.591357047,9.345220854,7.591357047,0.0,3920400,11.0,122760,Lake Forest Park,WA 98155,470132.0,379124.2104378788
1911,10,10,1,420.0,0.0,1.016129032,5.25,7.139660336,7.123672785,7.139660336,0.0,1587600,4.5,12600,Seattle,WA 98103,570515.8814716863,585021.7971639343
1912,16,8,1,1920.0,0.0,0.044792833,8.5,8.253488028,11.35894644,8.253488028,0.0,14745600,14.0,61440,Carnation,WA 98014,418696.8333333333,418696.8333333333
1913,20,20,0,1005.0,0.0,0.279166667,6.5,7.60638739,8.881975184,7.60638739,0.0,4040100,7.5,40200,Kenmore,WA 98028,444443.133332,443865.81699215685
1914,11,11,0,1805.0,0.0,0.369309463,9.0,8.191740021,9.187685681,8.191740021,0.0,13032100,15.0,39710,Maple Valley,WA 98038,340425.62602739723,340425.62602739723
1915,77,77,0,935.0,0.35828877,0.359615385,6.75,7.534228326,8.556606194,7.090909822,6.508769137,3496900,7.0,143990,Seattle,WA 98115,570515.8814716863,615531.1620875
1916,88,11,1,1280.0,0.328125,0.211221122,6.75,7.155396302,8.709630082,6.758094504,6.042632834,1638400,7.0,112640,Seattle,WA 98117,570515.8814716863,561530.210114151
1917,5,5,0,470.0,0.0,0.531674208,4.5,6.84694314,7.478169694,6.84694314,0.0,883600,3.0,4700,Seattle,WA 98144,570515.8814716863,566322.6056338028
1918,41,1,1,2890.0,0.460207612,0.423443223,7.75,7.969357742,8.828494129,7.353081921,7.193685818,8352100,11.0,118490,Kirkland,WA 98034,624274.5115604027,477233.23682692304
1919,57,13,1,1230.0,0.0,0.11884058,5.0,7.115582126,9.244838412,7.115582126,0.0,1512900,3.0,70110,Renton,WA 98055,383432.0808217949,320948.0
1920,64,64,0,2140.0,0.303738318,0.053369245,5.75,7.669028289,10.59910668,7.307202315,6.478509642,4579600,5.25,136960,Renton,WA 98058,383432.0808217949,361347.7168918919
1921,14,14,0,1715.0,0.0,0.337698139,7.5,8.140607043,9.226016851,8.140607043,0.0,11764900,10.0,48020,Kirkland,WA 98034,624274.5115604027,477233.23682692304
1922,7,7,0,1235.0,0.0,0.686111111,6.75,7.812378206,8.188966864,7.812378206,0.0,6100900,8.25,17290,Issaquah,WA 98029,604410.8557,624102.6253971428
1923,9,9,0,815.0,0.0,0.646825397,6.25,7.396948603,7.832410927,7.396948603,0.0,2656900,6.75,14670,Issaquah,WA 98029,604410.8557,624102.6253971428
1924,88,11,1,1053.333333,0.0,0.316,5.0,7.365812837,8.517393171,7.365812837,0.0,2496400,3.0,139040,Seattle,WA 98117,570515.8814716863,561530.210114151
1925,37,10,1,2910.0,0.453608247,0.080275862,8.75,7.976251944,10.49822225,7.372118028,7.186144305,8468100,13.75,107670,Sammamish,WA 98075,716445.2950143885,782580.4912328571
1926,60,35,1,1450.0,0.0,0.164772727,6.0,7.280008253,9.08262063,7.280008253,0.0,2102500,4.0,87000,Bellevue,WA 98006,868105.2200754544,790341.2827380953
1927,88,11,1,840.0,0.0,0.28,7.75,7.139660336,8.412054873,7.139660336,0.0,1587600,8.75,110880,Seattle,WA 98119,570515.8814716863,926155.9828974358
1928,0,0,0,845.0,0.319526627,1.047737136,6.5,7.433075349,7.386470849,7.048386409,6.293419279,2856100,7.5,0,Issaquah,WA 98029,604410.8557,624102.6253971428
1929,60,9,1,1153.333333,0.0,0.233279396,5.75,7.456454555,8.911529942,7.456454555,0.0,2992900,5.25,103800,Shoreline,WA 98133,432730.11461999995,378643.3288893333
1930,54,2,1,1370.0,0.0,0.182666667,5.0,7.22329568,8.922791624,7.22329568,0.0,1876900,3.0,73980,Carnation,WA 98014,418696.8333333333,418696.8333333333
1931,45,4,1,1030.0,0.0,0.104738662,5.0,6.938284484,9.193702731,6.938284484,0.0,1060900,3.0,46350,Woodinville,WA 98072,627221.0372340425,586174.3636363636
1932,19,19,0,1500.0,0.0,0.288683603,7.5,8.006700845,9.248887782,8.006700845,0.0,9000000,10.0,57000,Issaquah,WA 98027,604410.8557,587123.0243902439
1933,61,31,1,2550.0,0.368627451,0.122155689,8.5,7.844240718,9.946355453,7.384610383,6.84694314,6502500,12.5,155550,Bellevue,WA 98004,868105.2200754544,1419321.0701754387
1934,20,20,0,3820.0,0.0,0.071303244,8.75,8.248267447,10.88883782,8.248267447,0.0,14592400,15.0,76400,Woodinville,WA 98072,627221.0372340425,586174.3636363636
1935,21,21,0,2110.0,0.0,0.021441237,8.5,8.347827346,12.19003472,8.347827346,0.0,17808400,14.0,88620,Auburn,WA 98092,297484.6263186567,352629.1462301587
1936,86,44,1,1446.666667,0.239631336,0.173488967,7.25,7.68294317,9.434203664,7.409136444,6.255750042,4708900,9.75,186620,Mercer Island,WA 98040,1141272.6555549998,1141272.6555549998
1937,7,7,0,513.3333333,0.0,1.595854922,5.25,7.340186835,6.873163834,7.340186835,0.0,2371600,4.5,10780,Seattle,WA 98122,570515.8814716863,578543.6049388888
1938,102,102,0,430.0,0.0,0.085148515,2.75,6.06610809,8.527341522,6.06610809,0.0,184900,0.75,43860,Carnation,WA 98014,418696.8333333333,418696.8333333333
1939,47,47,0,2190.0,0.0,0.27375,5.75,7.69211334,8.987321813,7.69211334,0.0,4796100,5.25,102930,Federal Way,WA 98023,294767.48545,292141.0063970149
1940,59,30,1,790.0,0.0,0.113359162,4.0,6.673297968,8.849370504,6.673297968,0.0,624100,2.0,46610,Redmond,WA 98052,667572.7466631016,643045.2409467289
1941,87,3,1,866.6666667,0.0,0.366197183,5.0,7.170888479,8.174984533,7.170888479,0.0,1690000,3.0,113100,Seattle,WA 98105,570515.8814716863,942518.2291656251
1942,20,20,0,1105.0,0.0,0.290026247,6.5,7.701200181,8.938662874,7.701200181,0.0,4884100,7.5,44200,Redmond,WA 98052,667572.7466631016,643045.2409467289
1943,29,29,0,1840.0,0.184782609,0.189749407,5.75,7.518064181,9.179674958,7.313886832,5.831882477,3385600,5.25,53360,Kent,WA 98030,481139.1425712329,267279.41586999997
1944,10,10,1,3740.0,0.395721925,0.429885057,7.5,8.227108234,9.071193241,7.723562472,7.300472814,13987600,10.0,37400,Renton,WA 98058,383432.0808217949,361347.7168918919
1945,71,71,0,1345.0,0.31598513,0.384285714,6.5,7.897668151,8.853808275,7.518064181,6.746412129,7236100,7.5,190990,Seattle,WA 98115,570515.8814716863,615531.1620875
1946,25,25,0,995.0,0.0,0.298306101,7.5,7.596392304,8.805674944,7.596392304,0.0,3960100,10.0,49750,Federal Way,WA 98023,294767.48545,292141.0063970149
1947,65,16,1,790.0,0.0,0.11969697,4.0,6.673297968,8.794976432,6.673297968,0.0,624100,2.0,51350,Seattle,WA 98122,570515.8814716863,578543.6049388888
1948,0,0,0,1295.0,0.0,0.420454545,8.0,7.859799181,8.725994381,7.859799181,0.0,6708100,12.0,0,Renton,WA 98059,383432.0808217949,502068.15179130435
1949,46,17,1,1090.0,0.0,0.151388889,5.75,6.994849986,8.881975184,6.994849986,0.0,1188100,5.25,50140,Kirkland,WA 98034,624274.5115604027,477233.23682692304
1950,34,34,0,1090.0,0.0,0.274007039,10.0,7.687538766,8.981807323,7.687538766,0.0,4752400,18.0,74120,Federal Way,WA 98003,294767.48545,297147.36842105264
1951,42,12,1,1510.0,0.291390728,0.225037258,6.0,7.320526962,8.81150325,6.97634807,6.089044875,2280100,6.0,63420,Kirkland,WA 98034,624274.5115604027,477233.23682692304
1952,73,16,1,2330.0,0.399141631,0.3728,7.0,7.754052639,8.74049673,7.244941546,6.836259277,5428900,8.0,170090,Kent,WA 98030,481139.1425712329,267279.41586999997
1953,67,2,1,1150.0,0.0,0.2875,4.0,7.048386409,8.294299609,7.048386409,0.0,1322500,2.0,77050,Seattle,WA 98199,570515.8814716863,773926.1244719297
1954,73,73,0,2060.0,0.339805825,0.364666313,7.25,7.630946581,8.639410824,7.215975003,6.552507887,4243600,9.0,150380,Seattle,WA 98199,570515.8814716863,773926.1244719297
1955,77,20,1,1500.0,0.0,0.4,7.5,8.006700845,8.922791624,8.006700845,0.0,9000000,10.0,231000,Seattle,WA 98105,570515.8814716863,942518.2291656251
